Time (t),[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1741673725.6808374,-2.13139057,-13.58492756,10,10,-87.6779175,4.536751165357343,17.09374533475223,4.536751165357343,14.84002171074562,-11.543532261112341,0.0,-2.064427557477945,-14.08040523929225,1.6759281945249833,-86.00198930547502,-0.10755768496177799,1.4554504641035417,-0.0
1741673725.6853485,-2.064427557477945,-14.08040523929225,1.4554504641035417,1.4554504641035417,-86.00198930547502,0.6550650779782355,118.26419888164075,0.6550650779782355,115.80999130003416,-4.486546989345136,0.10755768496177799,-2.0228130814542737,-14.578670091555088,0.24223636592856032,-85.75975293954646,-0.09078487276387204,-1.9457299485227868,-0.0024411526860079118
1741673725.6893492,-2.0228130814542737,-14.578670091555088,-1.9457299485227868,-1.9457299485227868,-85.75975293954646,-0.8758469889448817,88.45389327779105,-0.8758469889448817,-90.32425469561552,-19.769685874590245,0.09078487276387204,-1.9948809040283066,-15.077888608625457,-0.32387370069253985,-86.08362664023899,-0.10262934337451023,-3.815961103724059,-0.0023292979700236614
1741673725.6923492,-1.9948809040283066,-15.077888608625457,-3.815961103724059,-3.815961103724059,-86.08362664023899,-1.7192098302849534,45.06761401682016,-1.7192098302849534,-47.02936191423064,-16.805706107903085,0.10262934337451023,-1.9784836701715562,-15.57761710133685,-0.6356646647823242,-86.71929130502131,-0.14154212015024206,-5.774092884256191,-0.003631593712713844
1741673725.6964383,-1.9784836701715562,-15.57761710133685,-5.774092884256191,-5.774092884256191,-86.71929130502131,-2.6053766906396443,29.744552207055726,-2.6053766906396443,-31.720969727405997,-15.928201090530173,0.14154212015024206,-1.9767927600144652,-16.07760835527602,-0.9631306451386273,-87.68242195015995,-0.09494331141437234,-5.325302209159539,-0.0033596193979187347
1741673725.7004397,-1.9767927600144652,-16.07760835527602,-5.325302209159539,-5.325302209159539,-87.68242195015995,-2.401902386110264,32.262657480816465,-2.401902386110264,-34.239415300206545,-16.03012621576439,0.09494331141437234,-1.9814029655516165,-16.577582096848158,-0.8879581532790762,-88.57038010343904,-0.028396319986820837,-3.2153970305841737,-0.0006740101628827241
1741673725.7049513,-1.9814029655516165,-16.577582096848158,-3.2153970305841737,-3.2153970305841737,-88.57038010343904,-1.4481411073264832,53.50121423324562,-1.4481411073264832,-55.48261440350562,-16.560287502792743,0.028396319986820837,-1.983900969695057,-17.077574037182387,-0.5354624220610564,-89.1058425255001,0.15957002842526594,3.1232034754486753,0.001132800396867487
1741673725.7084577,-1.983900969695057,-17.077574037182387,3.1232034754486753,3.1232034754486753,-89.1058425255001,1.406552622662515,55.08278848835037,1.406552622662515,53.05448515412599,-14.866320877201392,0.15957002842526594,-1.9615616907631832,-17.57707302620052,0.5200878630645215,-88.58575466243559,0.024968945575045573,2.121860222833497,0.000996073838789735
1741673725.7139742,-1.9615616907631832,-17.57707302620052,2.121860222833497,2.121860222833497,-88.58575466243559,0.9551853517000258,81.10744929827361,0.9551853517000258,79.07654317359729,-14.223881760414798,0.024968945575045573,-1.939350688414649,-18.07657866144938,0.3532091072324097,-88.23254555520316,0.16946753175858306,5.810072518833052,0.001057856394304342
1741673725.7184858,-1.939350688414649,-18.07657866144938,5.810072518833052,5.810072518833052,-88.23254555520316,2.6217001091126364,29.55948259367692,2.6217001091126364,27.533441522248495,-15.814382712164065,0.16946753175858306,-1.8968711061421502,-18.57476489604348,0.9691607309347573,-87.26338482426841,0.02629193900744149,3.3749086792835246,0.00111390750218458
