Desired Steering Angle, Acceleration Pedal, Steering Wheel Angle
0.11177737893910913,0.0,0.0
0.11177663200163214,0.0,0.0
0.11181232039972903,0.0,0.0
0.11177676316007486,0.0,0.0
0.11178511320530835,0.0,0.0
0.11178032849024426,0.0,0.0
0.11179815828857283,0.0,0.0
0.111776435215894,0.0,0.0
0.1117672866326135,0.0,0.0
0.11176884614057396,0.0,0.0
0.11176757491216578,0.0,0.0
0.11177728740841786,0.0,0.0
0.1117765139883039,0.0,0.0
0.11177351210738735,0.0,0.0
0.11177487554768421,0.0,0.0
0.11179004265283508,0.0,0.0
0.111759816185699,0.0,0.0
0.11176975053027127,0.0,0.0
0.11178285835797978,0.0,0.0
0.11176361688359575,0.0,0.0
0.11175791615515132,0.0,0.0
0.1117709563678103,0.0,0.0
0.11178686990127455,0.0,0.0
0.11177381394454246,0.0,0.0
0.1117844448725261,0.0,0.0
0.11177041902044474,0.0,0.0
0.11178987212707552,0.0,0.0
0.11177370888577338,0.0,0.0
0.11178274033494924,0.0,0.0
0.1117637348768544,0.0,0.0
0.11176716863382921,0.0,0.0
0.11177955503856513,0.0,0.0
0.11178496917545992,0.0,0.0
0.11176668369239214,0.0,0.0
0.11177699909074773,0.0,0.0
0.11175955422133738,0.0,0.0
0.11176086483770348,0.0,0.0
0.11177557017921586,0.0,0.0
0.11179526071871512,0.0,0.0
0.11178001386978496,0.0,0.0
0.11175732633429566,0.0,0.0
0.11182272075480147,0.0,0.0
0.11174989650738233,0.0,0.0
0.11174617525339416,0.0,0.0
0.11176437683116322,0.0,0.0
0.11176530755085691,0.0,0.0
0.11179632263000869,0.0,0.0
0.11178139028370167,0.0,0.0
0.11177110056333509,0.0,0.0
0.11177064178690826,0.0,0.0
0.11177037978327033,0.0,0.0
0.1117722147046681,0.0,0.0
0.11177087760075535,0.0,0.0
0.11177511137530632,0.0,0.0
0.11177256843340272,0.0,0.0
0.11176779776757659,0.0,0.0
0.1117583877006449,0.0,0.0
0.11177605527559287,0.0,0.0
0.11177800825602362,0.0,0.0
0.11177342058212641,0.0,0.0
0.11176471757411242,0.0,0.0
0.111772057168207,0.0,0.0
0.11177567524033125,0.0,0.0
0.1117816260359793,0.0,0.0
0.11178229501878802,0.0,0.0
0.11176726034555953,0.0,0.0
0.11176952766905265,0.0,0.0
0.11176657874028564,0.0,0.0
0.11176732577033245,0.0,0.0
0.11177640902307898,0.0,0.0
0.11177238509392386,0.0,0.0
0.11177728740841786,0.0,0.0
0.11177222765439873,0.0,0.0
0.11178694868373926,0.0,0.0
0.11177580610611912,0.0,0.0
0.11177356468522284,0.0,0.0
0.11177726111839341,0.0,0.0
0.11177694660779922,0.0,0.0
0.11178596549614704,0.0,0.0
0.111778584900502,0.0,0.0
0.11177964676589529,0.0,0.0
0.11177292264998583,0.0,0.0
0.11177163811027398,0.0,0.0
0.11179608682882368,0.0,0.0
0.11178153449931691,0.0,0.0
0.111776435215894,0.0,0.0
0.1118231535474647,0.0,0.0
0.11176556963384958,0.0,0.0
0.11177049759226361,0.0,0.0
0.11176897728575898,0.0,0.0
0.11176777157796271,0.0,0.0
0.11180547488661123,0.0,0.0
0.11176795490547381,0.0,0.0
0.11178308135517591,0.0,0.0
0.11177437721720787,0.0,0.0
0.11180977609377121,0.0,0.0
0.11176842690662431,0.0,0.0
0.11177554388969979,0.0,0.0
0.11177040607124972,0.0,0.0
0.11178453650962962,0.0,0.0
0.11177499355846027,0.0,0.0
0.1117650848006096,0.0,0.0
0.11176327614575389,0.0,0.0
0.1117762910100849,0.0,0.0
0.11182662931915584,0.0,0.0
0.11173324420214635,0.0,0.0
0.11174916259600944,0.0,0.0
0.11177778527347769,0.0,0.0
0.11177238509392386,0.0,0.0
0.11177841459380176,0.0,0.0
0.11177735284283409,0.0,0.0
0.11177757572723294,0.0,0.0
0.11177416768105271,0.0,0.0
0.11179349067731276,0.0,0.0
0.11178462824322333,0.0,0.0
0.11177719568406717,0.0,0.0
0.1117763697823568,0.0,0.0
0.11176906899976961,0.0,0.0
0.1117662250408518,0.0,0.0
0.11177579315533513,0.0,0.0
0.11178593920354676,0.0,0.0
0.1118160974739123,0.0,0.0
0.1117827929182638,0.0,0.0
0.11177376146372012,0.0,0.0
0.11177250300358282,0.0,0.0
0.11177888675682558,0.0,0.0
0.11180875353294613,0.0,0.0
0.11177216222490716,0.0,0.0
0.11176791566975582,0.0,0.0
0.11178683065436383,0.0,0.0
0.11177083846067142,0.0,0.0
0.11178027600507064,0.0,0.0
0.11177331552384341,0.0,0.0
0.11178428721612117,0.0,0.0
0.11178895444228848,0.0,0.0
0.1117650455665957,0.0,0.0
0.1117842744556043,0.0,0.0
0.11177680230409402,0.0,0.0
0.11177786404719296,0.0,0.0
0.1117769593650864,0.0,0.0
0.11181885166210566,0.0,0.0
0.11177356468522284,0.0,0.0
0.11178437894941678,0.0,0.0
