Time (t),[Measured] Speed,[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Rotation direction ~ (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742370193.46015,4.4782192509608444e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.0362257501110435,-18.32977871154435,8.539547349364456e-10,49.972217560668405,0.003780731517165967,0.10830997970285124,3.598923173867752e-06
1742370193.5141108,4.823019798351989e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.0362279671244323,-18.32977607124485,9.197049904627175e-10,49.97221756073415,0.0037786738549053867,0.10825103202125393,3.596964460756289e-06
1742370193.5570643,4.706271735585768e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.0362272164784372,-18.329776965547353,8.974422214005549e-10,49.9722175607119,0.0037793703004128814,0.10827098371537408,3.5976274154953064e-06
1742370193.6045413,4.700400022847234e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.036227178759873,-18.329777010250837,8.963225404259842e-10,49.972217560710774,0.003779405315414787,0.1082719868212885,3.597660746690928e-06
1742370193.6504452,4.472910000464443e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.0362257156521082,-18.329778752522543,8.529423102769353e-10,49.972217560667396,0.003780763518791099,0.10831089648188004,3.5989536365942814e-06
1742370193.6974363,4.89957348254177e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.0362284597940743,-18.32977548474446,9.34303065596414e-10,49.97221756074875,0.0037782168578423423,0.10823794001977277,3.5965294398316046e-06
1742370193.7431912,4.767123071919199e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.0362276076339185,-18.329776499653235,9.090460049308042e-10,49.9722175607235,0.0037790073522915176,0.10826058601760591,3.597281920873708e-06
1742370193.7892358,4.483678614055069e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.03622578503564,-18.329778669867665,8.549957846713486e-10,49.97221756066945,0.0037806990920566633,0.10830905079189455,3.5988923080216167e-06
1742370193.8361003,4.288808983878404e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.0362245310097933,-18.32978016231209,8.178359597367003e-10,49.97221756063229,0.003781863919423529,0.10834242063788592,3.600001121007975e-06
1742370193.888353,4.888611244673877e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.03622838947922,-18.32977556879632,9.322126688542766e-10,49.972217560746664,0.0037782820548025535,0.10823980777510137,3.596591501591321e-06
1742370193.931146,4.848139711276223e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.036228128708899,-18.3297758793924,9.244951240807262e-10,49.97221756073895,0.0037785239291795005,0.10824673696558708,3.5968217446795717e-06
1742370193.9766963,4.748741611177122e-06,1.0361969470977783,-18.32981300354004,0.0,0.0,49.97221755981445,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300754.491158426,1932444.9162095084,0.0038076474433873598,1.0362274893559515,-18.329776640282944,9.055408314330176e-10,49.97221756071999,0.0037791171088842673,0.10826373031237504,3.5973863994761528e-06
