Time (t),[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1741675124.0889547,-2.68211842,-13.66109943,10,10,-88.4361954,4.536751165357343,17.09374533475223,4.536751165357343,14.314823553437469,-11.844483587020665,0.0,-2.546828787922218,-14.651761608251041,3.3518563890499666,-85.08433901095005,-0.10626888916596183,1.4923717439807769,-0.0
1741675124.091955,-2.546828787922218,-14.651761608251041,1.4923717439807769,1.4923717439807769,-85.08433901095005,0.6716884254139781,115.33745480519622,0.6716884254139781,112.24264871294129,-3.422142913948445,0.10626888916596183,-2.4451523692349753,-15.646575983659726,0.4967664633301845,-84.58757254761986,-0.16832267872407985,-4.1504011181991585,-0.0044718660223617614
1741675124.0959587,-2.4451523692349753,-15.646575983659726,-4.1504011181991585,-4.1504011181991585,-84.58757254761986,-1.8702895499551637,41.428247536769305,-1.8702895499551637,-43.79425665123187,-18.206120678401096,0.16832267872407985,-2.395421190951332,-16.645314316147655,-1.383012386952403,-85.97058493457227,-0.08159099054375964,-4.207699252179782,-0.003433403522019172
1741675124.099955,-2.395421190951332,-16.645314316147655,-4.207699252179782,-4.207699252179782,-85.97058493457227,-1.8961833766022262,40.86271564231565,-1.8961833766022262,-43.22981783750713,-18.166360067103614,0.08159099054375964,-2.3704285939948875,-17.644976991137316,-1.4021530045778285,-87.37273793915011,-0.016459348587054255,-2.3677089803886378,-0.00033573363873069676
1741675124.1038332,-2.3704285939948875,-17.644976991137316,-2.3677089803886378,-2.3677089803886378,-87.37273793915011,-1.065952955222697,72.68006312163318,-1.065952955222697,-75.02350867134848,-19.625262485259626,0.016459348587054255,-2.3500596445992983,-18.644761633106462,-0.78832869775024,-88.16106663690036,0.08958128263790228,1.5003617540374825,0.0003686123894531662
1741675124.1068377,-2.3500596445992983,-18.644761633106462,1.5003617540374825,1.5003617540374825,-88.16106663690036,0.6752858863496232,114.72304402389753,0.6752858863496232,112.26254803918582,-13.612168858810456,0.08958128263790228,-2.301838778317702,-19.643595160984475,0.49942694600351834,-87.66163969089683,0.1768167391150922,5.740712335629883,0.003959867570445326
1741675124.1108382,-2.301838778317702,-19.643595160984475,5.740712335629883,5.740712335629883,-87.66163969089683,2.5902339138556774,29.918322431264844,2.5902339138556774,27.50586196201973,-17.073187863373356,0.1768167391150922,-2.199291798159951,-20.63827652779787,1.9150732680522173,-85.74656642284461,0.23982807532528982,9.46080217629803,0.010601404556816612
1741675124.1148384,-2.199291798159951,-20.63827652779787,9.46080217629803,9.46080217629803,-85.74656642284461,4.2884542489343405,18.081442448341967,4.2884542489343405,15.681582945816729,-17.952596092057288,0.23982807532528982,-2.0234961281272597,-21.622573748405273,3.168761545256929,-82.57780487758768,0.23704818528317417,11.079384527914858,0.014212702508954088
1741675124.1188388,-2.0234961281272597,-21.622573748405273,11.079384527914858,11.079384527914858,-82.57780487758768,5.035802701587135,15.40348052379828,5.035802701587135,13.017300382070477,-18.299675527596122,0.23704818528317417,-1.7762390024078751,-22.591342421347402,3.7196644891108024,-78.85814038847687,0.13366189464442643,8.864933924011083,0.007921077391743025
1741675124.121839,-1.7762390024078751,-22.591342421347402,8.864933924011083,8.864933924011083,-78.85814038847687,4.0147769701359985,19.311780148264422,4.0147769701359985,16.863774150383435,-17.542108602373776,0.13366189464442643,-1.489912360986441,-23.549357884471142,2.9668823419280472,-75.89125804654881,-0.05500064220111281,2.439124635819554,-0.0018378725108152336
1741675124.1258373,-1.489912360986441,-23.549357884471142,2.439124635819554,2.439124635819554,-75.89125804654881,1.0981351375523836,70.5503351661984,1.0981351375523836,66.59010405466955,-5.043651821017605,0.05500064220111281,-1.2207772705343416,-24.512451628967824,0.8121262553623345,-75.07913179118647,-0.09419562564105025,-1.6003707613608458,-0.001295204975698343
1741675124.1298423,-1.2207772705343416,-24.512451628967824,-1.6003707613608458,-1.6003707613608458,-75.07913179118647,-0.7203162365179765,107.55151101847378,-0.7203162365179765,-105.48583532821449,-50.89663610727746,0.09419562564105025,-0.979970925002263,-25.483021100861993,-0.5327287266400266,-75.6118605178265,-0.15547740555298253,-5.174415810432861,-0.0036613228722776224
1741675124.132839,-0.979970925002263,-25.483021100861993,-5.174415810432861,-5.174415810432861,-75.6118605178265,-2.3335470837385297,33.207163853726215,-2.3335470837385297,-33.45488543295569,-32.41812448216324,0.15547740555298253,-0.7858827548864369,-26.463966671983492,-1.7254041858396496,-77.33726470366616,0.03392052701279162,-1.361795565392299,0.0013184688837346754
1741675124.136838,-0.7858827548864369,-26.463966671983492,-1.361795565392299,-1.361795565392299,-77.33726470366616,-0.6129000453065843,126.39995211746852,-0.6129000453065843,-124.40078780159021,-52.851523315082176,0.03392052701279162,-0.5809910575567585,-27.442748658192922,-0.45328956659599895,-77.79055427026216,0.19540970819708917,4.985175732481504,0.0016571000713652727
1741675124.1403973,-0.5809910575567585,-27.442748658192922,4.985175732481504,4.985175732481504,-77.79055427026216,2.2478532022137343,34.47241821748041,2.2478532022137343,32.799822642686266,-18.836419912987864,0.19540970819708917,-0.3173236023288908,-28.407325948842242,1.6620760154281415,-76.12847825483402,0.5851645504807061,19.01158273382097,0.02858670851417891
1741675124.1434033,-0.3173236023288908,-28.407325948842242,19.01158273382097,19.01158273382097,-76.12847825483402,8.813485180114514,8.824592542812429,8.813485180114514,7.824590000272547,-25.003992812865924,0.5851645504807061,0.11973680155082,-29.306163280526206,6.492739379763131,-69.63573887507089,1.4865123391358321,51.39892679341596,0.21746358117861056
1741675124.7928329,-0.15471956,-27.84520721,-10,-10,-58.47640229999999,-4.536751165357343,17.09374533475223,-4.536751165357343,-15.387139339200898,-35.602108475297456,0.0,-0.6343046763184432,-26.96787434718756,3.3518563890499666,-55.12454591095003,0.0635489762127038,-2.7162071006747475,0.0
1741675124.7968333,-0.6343046763184432,-26.96787434718756,-2.7162071006747475,-2.7162071006747475,-55.12454591095003,-1.2230238921059213,63.3470390614649,-1.2230238921059213,-53.365298190654336,-62.07185817873901,0.0635489762127038,-1.1950053025354492,-26.139868283623933,0.9044744689248837,-54.22007144202516,0.14873098344717786,3.0378049250707786,0.0023629254322941875
1741675124.800834,-1.1950053025354492,-26.139868283623933,3.0378049250707786,3.0378049250707786,-54.22007144202516,1.3680345587959641,56.6333794143768,1.3680345587959641,43.946254876595994,8.059638925292411,0.14873098344717786,-1.7918123701166664,-25.337499701062214,-1.011696284162364,-55.23176772618751,0.3167951731661002,10.443547755062768,0.011779314414078272
1741675124.8038344,-1.7918123701166664,-25.337499701062214,10.443547755062768,10.443547755062768,-55.23176772618751,4.741490436598142,16.357209382310756,4.741490436598142,10.82804675514737,-14.930893412975538,0.3167951731661002,-2.4040492515435226,-24.547022262282308,-3.502784501557089,-58.73455222774461,0.42372596421312037,16.88034514635972,0.03355858505196706
1741675124.8078325,-2.4040492515435226,-24.547022262282308,16.88034514635972,16.88034514635972,-58.73455222774461,7.775752881204378,9.993549783851321,7.775752881204378,5.357873153502158,-18.252294479417934,0.42372596421312037,-2.994050375051035,-23.740136555818673,-5.733276038276925,-64.46782826602154,0.4567833720440101,20.861632566142305,0.048387743688967165
1741675124.8108337,-2.994050375051035,-23.740136555818673,20.861632566142305,20.861632566142305,-64.46782826602154,9.731170214598501,7.999321687299198,9.731170214598501,3.537452885431242,-19.121845463303533,0.4567833720440101,-3.5189135618337586,-22.8897148902885,-7.162579747736966,-71.6304080137585,0.2794857977444951,17.737848536901758,0.031916116283035166
1741675124.814834,-3.5189135618337586,-22.8897148902885,17.737848536901758,17.737848536901758,-71.6304080137585,8.190947397099873,9.490180044816814,8.190947397099873,4.969695698811669,-18.646245778450407,0.2794857977444951,-3.918147630510906,-21.97337039836705,-6.037375396726553,-77.66778341048504,-0.1547542056677233,3.7575659737698386,-0.010812900656339828
1741675124.8188334,-3.918147630510906,-21.97337039836705,3.7575659737698386,3.7575659737698386,-77.66778341048504,1.692840294102655,45.769427492412674,1.692840294102655,40.486885675087365,-10.881323242321905,0.1547542056677233,-4.149876311602348,-21.000610387513184,-1.2518351802102048,-78.91961859069525,-0.8248088701337232,-21.93619328770552,-0.031910660381309165
1741675124.8218334,-4.149876311602348,-21.000610387513184,-21.93619328770552,-21.93619328770552,-78.91961859069525,-10.272172500154088,7.582196305221003,-10.272172500154088,-11.731318289516544,-21.107560592877704,0.8248088701337232,-4.229782762943593,-20.004534956516107,7.556620431157814,-71.36299815953745,-1.6649301532394989,-57.96890798250044,-0.3433122896362594
