Time (t),[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Rotation direction ~ (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1741678368.780799,1.0361641645431519,-18.32990074157715,0.0,0.0,49.97325134277344,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300789.358089471,1932403.4034676156,0.003837119477748944,1.0361670078709722,-18.32989735621959,8.428371594852552e-11,49.97325134285772,0.0038343662327490627,0.1098465011219992,3.6782303391260676e-06
1741678368.8305535,1.0176087617874146,-18.33713722229004,0.0,0.0,49.97407150268555,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300817.0380423893,1932370.4613900878,0.0037300826272319105,1.4081181404180825,-17.872173227602616,1.1578695744298172e-05,49.974083081381295,0.5874660150414418,16.829661634621775,0.0005478241941988106
1741678368.8837097,0.9931852221488953,-18.351139068603516,0.0,0.0,49.97602844238281,2.032532731101413,1.0,3004644.769999303,2.5783100780893895e-05,-2300883.0619424907,1932291.8617261476,0.01685331514763533,1.409103308338672,-17.855887583224103,1.2332571588253596e-05,49.9760407749544,0.6008492622676948,19.24559615684542,0.0025315754933054133
1741678368.932039,0.9673144221305847,-18.36724281311035,0.0,0.0,49.97829818725586,11.920529801324504,1.0,3004644.769999303,2.5783100780893895e-05,-2300959.6335517922,1932200.6956860146,0.02602654914902659,1.4092066772282124,-17.84102043695748,1.3103361408756275e-05,49.97831129061726,0.6127108482662527,29.47340263509293,0.00398668725163585
1741678368.99512,0.9346335530281067,-18.38742446899414,1.7685867547988892,1.9405438899993896,49.980567932128906,26.491592150639363,1.0,97.31804004895655,0.7960656770387147,-74.45635480304014,43.151179623603625,0.033957491547144614,1.315580502377827,-17.917754696899003,0.35603980738714347,50.33660773951605,0.49587377750759026,40.69732946183643,0.0042096574020411654
1741678369.0530496,0.905463457107544,-18.407140731811523,2.881113052368164,3.1129086017608643,49.96056365966797,38.63185522019105,1.0,59.71735289590819,1.2973729679471695,-45.67235067038724,18.964900528989077,0.046355845706391584,1.2858994971652038,-17.92798466715675,0.5870116579774131,50.54757531764538,0.47125671406057223,52.13236561162816,0.005461375881273245
1741678369.099196,0.8800097703933716,-18.423608779907227,3.7737796306610107,4.019123554229736,49.93347930908203,47.20145268105106,1.0,45.57239012457557,1.7001616243497466,-34.85138847377107,9.8626055511664,0.05406976385958794,1.288639053490428,-17.899619719789353,0.8354315896545583,50.768910898736586,0.49703980174107737,61.440594125942525,0.006718706177239117
1741678369.148838,0.8542494177818298,-18.43836784362793,4.470973491668701,4.793344497680664,49.9010124206543,55.46891689809869,1.0,38.45028803026599,2.0152003409754613,-29.410341054924846,5.278276377883863,0.06185751544873186,1.251010086701303,-17.923150211451475,0.9690155435427887,50.870027964197085,0.4583143104155376,68.5986547367282,0.0070875461342259985
1741678369.2054634,0.8220126628875732,-18.4591007232666,5.243531703948975,5.617187976837158,49.84818649291992,64.83504745628224,1.0,32.76778400048389,2.364855039947734,-25.074186822732244,1.6186113103131277,0.074679604379548,1.1637593782777707,-18.01039394862122,0.9862392220800396,50.83442571499996,0.34273081534877164,74.65356207056331,0.006398750424731545
1741678369.2588787,0.7978894710540771,-18.473485946655273,5.963118076324463,6.415911674499512,49.80362319946289,73.12997833185827,1.0,28.797152554558572,2.6911532521688435,-22.046829372623257,-0.9408074232848911,0.08397354363960739,1.1626476929631337,-17.987688944329687,1.2087100904303452,51.012333289893235,0.3636197401452543,83.54691656084167,0.0076336095293275535
