Desired Steering Angle, Acceleration Pedal, Steering Wheel Angle
0.10975553019316972,0.0,0.0
0.10977617697464272,0.0,0.0
0.10976033181754091,0.0,0.0
0.10975612066338969,0.0,0.0
0.10975276938672651,0.0,0.0
0.10976827977485039,0.0,0.0
0.10976297665828087,0.0,0.0
0.10977164431679277,0.0,0.0
0.10976842106331637,0.0,0.0
0.10974540153243682,0.0,0.0
0.1097595485745937,0.0,0.0
0.10975529829976374,0.0,0.0
0.10975355255206211,0.0,0.0
0.10976198834598964,0.0,0.0
0.10975913747525551,0.0,0.0
0.10976008782161534,0.0,0.0
0.1097698589759781,0.0,0.0
0.10975231999264277,0.0,0.0
0.10975789252070492,0.0,0.0
0.10976499270601489,0.0,0.0
0.10975533746873715,0.0,0.0
0.10975691636903444,0.0,0.0
0.10976902415148514,0.0,0.0
0.10976053726660638,0.0,0.0
0.10975452865615919,0.0,0.0
0.10976042162356037,0.0,0.0
0.10975045890350346,0.0,0.0
0.10974749330771638,0.0,0.0
0.10976117924700568,0.0,0.0
0.10976438861752791,0.0,0.0
0.10975500348365051,0.0,0.0
0.10975334774855454,0.0,0.0
0.10975618462822136,0.0,0.0
0.10975214081905382,0.0,0.0
0.10975665988328996,0.0,0.0
0.10976227068979677,0.0,0.0
0.10975000952464249,0.0,0.0
0.10975975381360231,0.0,0.0
0.1097932847330481,0.0,0.0
0.10973500401351191,0.0,0.0
0.1097555426947643,0.0,0.0
-0.12363223396674339,1.0,-3.051850947599719e-05
-0.12362876083813186,1.0,-3.051850947599719e-05
-0.12363996645565783,1.0,-3.051850947599719e-05
-0.12363031730338926,1.0,-3.051850947599719e-05
-0.12362937840178746,1.0,-3.051850947599719e-05
-0.12362716539221529,1.0,-3.051850947599719e-05
-0.12362649628785832,1.0,-3.051850947599719e-05
-0.12362986696518384,1.0,-3.051850947599719e-05
-0.12362663783242522,1.0,-3.051850947599719e-05
-0.12361723498769854,1.0,-3.051850947599719e-05
-0.12363006007958421,1.0,-3.051850947599719e-05
-0.12363150090020772,1.0,-3.051850947599719e-05
-0.12361841816107758,1.0,-3.051850947599719e-05
-0.12363301900019727,1.0,-3.051850947599719e-05
-0.12363496142397931,1.0,-3.051850947599719e-05
-0.12363178381302639,1.0,-3.051850947599719e-05
-0.12362722949795718,1.0,-3.051850947599719e-05
-0.12362544197253053,1.0,-3.051850947599719e-05
-0.12362706207304337,1.0,-3.051850947599719e-05
-0.12362263726073769,1.0,-3.051850947599719e-05
-0.12362999597096497,1.0,-3.051850947599719e-05
-0.1236364929350085,1.0,-3.051850947599719e-05
-0.12362870927610428,1.0,-3.051850947599719e-05
-0.12361684902825196,1.0,-3.051850947599719e-05
-0.12363223396674339,1.0,-3.051850947599719e-05
-0.12363214417217676,1.0,-3.051850947599719e-05
-0.12363282568068394,1.0,-3.051850947599719e-05
-0.12362433512686591,1.0,-3.051850947599719e-05
-0.12362991852803457,1.0,-3.051850947599719e-05
-0.12362002594728524,1.0,-3.051850947599719e-05
-0.12363014987120456,1.0,-3.051850947599719e-05
-0.1236227146962102,1.0,-3.051850947599719e-05
-0.12362771903268464,1.0,-3.051850947599719e-05
-0.12363579785861221,1.0,-3.051850947599719e-05
-0.12362643218286604,1.0,-3.051850947599719e-05
-0.12362780862363812,1.0,-3.051850947599719e-05
-0.1236216729829867,1.0,-3.051850947599719e-05
-0.12362277879740464,1.0,-3.051850947599719e-05
-0.12362154379381134,1.0,-3.051850947599719e-05
-0.12362456724113598,1.0,-3.051850947599719e-05
-0.12362984108517629,1.0,-3.051850947599719e-05
-0.12363216985589778,1.0,-3.051850947599719e-05
-0.12363346896513713,1.0,-3.051850947599719e-05
-0.12362289425882395,1.0,-3.051850947599719e-05
-0.12362778313897804,1.0,-3.051850947599719e-05
-0.12363951605444458,1.0,-3.051850947599719e-05
-0.12364097060452561,1.0,-3.051850947599719e-05
-0.1236379978107516,1.0,-3.051850947599719e-05
-0.12362576308561707,1.0,-3.051850947599719e-05
-0.12363557924007763,1.0,-3.051850947599719e-05
-0.12362908216465061,1.0,-3.051850947599719e-05
