Time (t),[Measured] Speed ~ V(t) (m/s),[Measured] Current Position ~ X(t) (m),[Measured] Current Position ~ Y(t) (m),[Measured] Steering Angle FL ~ delta_fl(t) (deg),[Measured] Steering Angle FR ~ delta_fr(t) (deg),[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle SWA ~ Theta(t) (deg),[Measured] VelocityX ~ Vx(t) (m/s),[Measured] VelocityY ~ Vy(t) (m/s),[Measured] AccelerationX ~ Ax(t) (m/s^2),[Measured] AccelerationY ~ Ay(t) (m/s^2),[Measured] Angular VelocityZ ~ Phi_dot(t) (rad/s^2),[Computed] Rotation direction ~ rotate(t) (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta_v(t) (deg),[Computed] Center of Rotation to WORLD ~ X_c(t) (m),[Computed] Center of Rotation to WORLD ~ Y_c(t) (m),[Computed] Current Error to Trajectory ~ e(t) (m),[Computed] Predicted Position ~ X_tp(t) (m),[Computed] Predicted Position ~ Y_tp(t) (m),[Computed] Change of Yaw Angle ~ Delta_Phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t) (m),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742875623.6056106,3.971030645144621e-06,1.0361850261688232,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003817802682785047,-inf,inf,9.086863055054008e-10,49.96960067839892,inf,inf,inf
1742875623.6561587,3.5597329755792395e-06,1.0361850261688232,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003817802682785047,-inf,inf,8.145695400562798e-10,49.96960067830481,inf,inf,inf
1742875623.7041907,4.3496505054202185e-06,1.0361850261688232,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003817802682785047,-inf,inf,9.953254460130342e-10,49.96960067848556,inf,inf,inf
1742875623.7479298,4.349336774203434e-06,1.0361850261688232,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003817802682785047,-inf,inf,9.952536552650455e-10,49.96960067848549,inf,inf,inf
1742875623.7954998,3.4095403360128676e-06,1.0361851453781128,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.00381768356182796,-inf,inf,7.802011337261643e-10,49.96960067827044,inf,inf,inf
1742875623.845293,4.241619441994544e-06,1.0361852645874023,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.0038175644408763873,-inf,inf,9.706048239185852e-10,49.96960067846084,inf,inf,inf
1742875623.892453,4.870842586259461e-06,1.0361852645874023,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.0038175644408763873,-inf,inf,1.1145892212688496e-09,49.96960067860483,inf,inf,inf
1742875623.938796,1.717186245396087e-06,1.036185383796692,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.00381744531993033,-inf,inf,3.9294172335374486e-10,49.96960067788318,inf,inf,inf
1742875623.9839783,4.488468180669444e-06,1.036185383796692,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.00381744531993033,-inf,inf,1.0270909325411479e-09,49.969600678517324,inf,inf,inf
1742875624.0317585,4.891587585357521e-06,1.0361855030059814,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.0038173261989897884,-inf,inf,1.1193362751882591e-09,49.969600678609574,inf,inf,inf
1742875624.074808,4.978615053455455e-06,1.036185383796692,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.00381744531993033,-inf,inf,1.139250669090027e-09,49.96960067862948,inf,inf,inf
1742875624.1280718,5.012000186681248e-06,1.0361852645874023,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.0038175644408763873,-inf,inf,1.14689015014184e-09,49.96960067863713,inf,inf,inf
1742875624.170752,4.403993523274645e-06,1.0361852645874023,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.0038175644408763873,-inf,inf,1.0077606953316288e-09,49.969600678498,inf,inf,inf
1742875624.2207894,4.268943889836333e-06,1.036185383796692,-18.329853057861328,0.0,0.0,49.969600677490234,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.00381744531993033,-inf,inf,9.768574454111164e-10,49.969600678467096,inf,inf,inf
