Time (t),[Measured] Speed ~ V(t) (m/s),[Measured] Current Position ~ X(t) (m),[Measured] Current Position ~ Y(t) (m),[Measured] Steering Angle FL ~ delta_fl(t) (deg),[Measured] Steering Angle FR ~ delta_fr(t) (deg),[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle SWA ~ Theta(t) (deg),[Measured] VelocityX ~ Vx(t) (m/s),[Measured] VelocityY ~ Vy(t) (m/s),[Measured] AccelerationX ~ Ax(t) (m/s^2),[Measured] AccelerationY ~ Ay(t) (m/s^2),[Measured] Angular VelocityZ ~ Phi_dot(t) (rad/s^2),[Computed] Rotation direction ~ rotate(t) (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta_v(t) (deg),[Computed] Center of Rotation to WORLD ~ X_c(t) (m),[Computed] Center of Rotation to WORLD ~ Y_c(t) (m),[Computed] Current Error to Trajectory ~ e(t) (m),[Computed] Predicted Position ~ X_tp(t) (m),[Computed] Predicted Position ~ Y_tp(t) (m),[Computed] Change of Yaw Angle ~ Delta_Phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t) (m),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742877110.9180887,5.033166607049592e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877110.9754117,3.353869772685239e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877111.0359907,3.1191340278759653e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877111.0839398,5.711437862007526e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877111.1603801,3.575532588896949e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877111.2127967,4.419524355205635e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877111.2679348,3.7916609310118355e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877111.3153343,3.373638582125404e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877111.3638456,3.6861531535085626e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
1742877111.4264345,3.182238280682818e-06,1.0360826253890991,-18.3299617767334,0.0,0.0,49.970359802246094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003917561085706342,-inf,inf,9.153153291490725e-05,49.97045133377901,inf,inf,inf
