Time (t),[Measured] Speed,[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Rotation direction ~ (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742550636.0114577,4.426663045451385e-06,1.098444938659668,-18.255836486816406,0.0,0.0,49.97078323364258,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300706.05145682,1932502.586036918,0.09442477186980744,3.413883401080966,-15.499254414113238,6.864864968618045e-05,49.970851882292266,3.6943799173806027,105.83618859189914,0.08721024522476536
1742550636.0926468,3.395352306476568e-06,1.098444938659668,-18.255836486816406,0.0,0.0,49.97078323364258,13.431196020386365,1.0,3004644.769999303,2.5783100780893895e-05,-2300706.05145682,1932502.586036918,0.09442477186980744,3.413883401080966,-15.499254414113238,6.864864968618045e-05,49.970851882292266,3.6943799173806027,119.26738461228553,0.08721024522476538
1742550636.1725996,3.517388131825913e-06,1.098444938659668,-18.255836486816406,2.293590784072876,3.1262547969818115,49.97078323364258,59.437849055452126,1.0,75.03057815192017,1.032555716749888,-57.214017435729836,28.95903817834403,0.09442477186980744,3.2958578643846934,-15.404715596285875,2.749076594204781,52.71985982784736,3.694074112266748,165.2652769761626,0.08720302633023727
1742550636.2586405,4.321911464613073e-06,1.098444938659668,-18.255836486816406,6.440235137939453,7.85729455947876,49.97078323364258,113.42356639301737,1.0,26.652574099237707,2.9078739491390713,-20.153229611434522,-2.170873479950778,0.09442477186980744,3.0708966546837146,-15.247557512638638,7.739020084104964,57.70980331774755,3.6913402592955307,219.1726751951978,0.08713849046945407
1742550636.326566,4.736441967842547e-06,1.098444938659668,-18.255836486816406,10.038138389587402,11.92052936553955,49.97078323364258,157.08182012390515,1.0,17.027875297181417,4.55433795880571,-12.768546682193708,-8.37377797031574,0.09442477186980744,2.863403180690044,-15.125865101022047,12.113361335294655,62.08414456893723,3.68663526948341,262.6961408966423,0.08702742357203926
1742550636.4100919,4.413345271654175e-06,1.098444938659668,-18.255836486816406,13.899742126464844,16.842554092407227,49.97078323364258,209.36460463270973,1.0,12.216494019023617,6.354367830503243,-9.068092081528944,-11.482044997999063,0.09442477186980744,2.627567305788027,-15.011106858140405,16.88412452262484,66.85490775626742,3.6790517307439017,314.761673023673,0.08684840509317827
1742550636.4828568,4.5833526924723055e-06,1.098444938659668,-18.255836486816406,16.933813095092773,20.857078552246094,49.97078323364258,255.53605761894588,1.0,9.960703198020632,7.801553720364913,-7.327670378744887,-12.943945217517044,0.09442477186980744,2.4323816699402787,-14.93316421149808,20.70785587588684,70.67863910952941,3.671133352090759,360.7062811712034,0.08666148231870285
1742550636.566594,4.559398176126748e-06,1.098444938659668,-18.255836486816406,20.430238723754883,25.84960174560547,49.97078323364258,306.5553758354442,1.0,8.178749933218306,9.515676725141981,-5.947623338793556,-14.103141903827453,0.09442477186980744,2.196239835417047,-14.857756421216859,25.219600541807,75.19038377544958,3.6596947997621307,411.3979090016167,0.08639146164516494
1742550636.63561,4.9628756070915885e-06,1.098444938659668,-18.255836486816406,23.169355392456055,30.098695755004883,49.97078323364258,349.65056306649984,1.0,7.14974074931263,10.900871197792556,-5.147078926908401,-14.775574366371853,0.09442477186980744,2.002577010725159,-14.810399010558202,28.849270690958477,78.82005392460105,3.648855385796518,454.18256989635995,0.08613558434743859
1742550636.716394,4.000379799471114e-06,1.098444938659668,-18.255836486816406,26.15757942199707,34.75154495239258,49.97078323364258,400.8896145512253,1.0,6.265307873934452,12.462809554264553,-4.455594232084611,-15.356400051054578,0.09442477186980744,1.7823657979791463,-14.771645898857253,32.921735116197475,82.89251834984005,3.634967797261567,505.023771275752,0.08580775125263002
