Time (t),[Measured] Speed ~ V(t) (m/s),[Measured] Current Position ~ X(t) (m),[Measured] Current Position ~ Y(t) (m),[Measured] Steering Angle FL ~ delta_fl(t) (deg),[Measured] Steering Angle FR ~ delta_fr(t) (deg),[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle SWA ~ Theta(t) (deg),[Measured] VelocityX ~ Vx(t) (m/s),[Measured] VelocityY ~ Vy(t) (m/s),[Measured] AccelerationX ~ Ax(t) (m/s^2),[Measured] AccelerationY ~ Ay(t) (m/s^2),[Measured] Angular VelocityZ ~ Phi_dot(t) (rad/s^2),[Computed] Rotation direction ~ rotate(t) (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta_v(t) (deg),[Computed] Center of Rotation to WORLD ~ X_c(t) (m),[Computed] Center of Rotation to WORLD ~ Y_c(t) (m),[Computed] Current Error to Trajectory ~ e(t) (m),[Computed] Predicted Position ~ X_tp(t) (m),[Computed] Predicted Position ~ Y_tp(t) (m),[Computed] Change of Yaw Angle ~ Delta_Phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t) (m),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742793880.2899415,5.720335158134749e-06,-0.5760201811790466,-27.287015914916992,0.0,0.0,-62.0087776184082,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,inf,inf,0.010492078671062286,inf,inf,0.0001785052301241942,-62.00859911317807,inf,inf,inf
1742793880.3577716,5.982783551671034e-06,-0.5760197639465332,-27.287015914916992,0.0,0.0,-62.0087776184082,10.135196996978669,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,inf,inf,0.010491844485588738,inf,inf,0.00017850523622048986,-62.00859911317199,inf,inf,inf
1742793880.426905,5.530803176496101e-06,-0.5760195255279541,-27.287015914916992,0.0,1.9367657899856567,-62.0087776184082,48.20398571733756,,,,,,1.0,88.8635134184053,0.8718094227119537,77.24852760923336,15.608949866638902,0.010491710670420871,4.365738429287049,-35.232205297407084,6.035602400380348,-55.973175218027855,9.360924067149353,316.3747064123852,0.0245530267300776
1742793880.511274,5.099590052683432e-06,-0.5760192275047302,-27.287015914916992,5.492589950561523,6.648579120635986,-62.0087776184082,101.98370311593982,,,,,,1.0,25.812384329148987,3.0026102414109626,21.550943463161452,-13.995036873345985,0.010491543406680006,5.578585309409558,-34.27219051393301,20.778586012776834,-41.230191605631376,9.31239830156864,368.7642630282794,0.024425357750300143
1742793880.5800197,5.169779438713464e-06,-0.5760188698768616,-27.287015914916992,9.235026359558105,10.88998031616211,-62.0087776184082,145.8204901272622,,,,,,1.0,15.676026336914221,4.948029203562905,12.580047910903648,-18.763184113709748,0.010491342697845824,6.493639724773483,-33.20940981828172,34.21433800576999,-27.79443961263821,9.223585800579292,410.0567593022562,0.02419194988421549
1742793880.661217,4.24181343311802e-06,-0.5760184526443481,-27.287015914916992,13.257545471191406,15.89404010772705,-62.0087776184082,199.72380748924223,,,,,,1.0,10.638325729355904,7.301821438649272,8.107065356193976,-21.140632434156494,0.010491108548094303,7.3111448397911865,-31.74914245467516,50.41628688955484,-11.592490728853369,9.06105129634634,459.3038061053366,0.023765118177455014
1742793880.7416074,3.890859528679041e-06,-0.5760180354118347,-27.287015914916992,16.97698974609375,20.92501449584961,-62.0087776184082,252.2812585833308,,,,,,1.0,7.973565090985516,9.7629115990605,5.728244519361498,-22.405006707565406,0.010490874409710459,7.794578275639247,-30.106175779066817,67.26538182014811,5.256604201739897,8.829782501447387,505.23589425903174,0.023158034821935892
1742793880.8117704,4.191788095159201e-06,-0.5760177373886108,-27.287015914916992,19.753751754760742,25.209997177124023,-62.0087776184082,298.17804498428296,,,,,,1.0,6.523952536911149,11.961252540029815,4.425096522853189,-23.097646886068432,0.010490707174967936,7.898098923336348,-28.620346500397247,82.21165165781574,20.202874039407522,8.573909248808034,543.8024519267242,0.0224865928184986
1742793880.8978777,4.2834590762710005e-06,-0.5760173201560974,-27.287015914916992,23.098073959350586,30.369150161743164,-62.0087776184082,354.7868282113102,,,,,,1.0,5.302885988854321,14.771956197656209,3.317183180199776,-23.686517383488845,0.010490473056073308,7.602148287916808,-26.810565052208872,101.14208241345662,39.13330479504841,8.185655464773985,589.288583551184,0.021467849524877684
1742793880.9688613,2.9506648742917247e-06,-0.5760170817375183,-27.287015914916992,25.98073959350586,34.72719192504883,-62.0087776184082,403.22428052613907,,,,,,1.0,4.54083342595,17.323266226586874,2.6171648128893468,-24.058586329181537,0.01049033927895254,6.969436993390812,-25.353536161822877,118.11596944202657,56.10719182361836,7.781383343667451,626.1444927089099,0.02040733783366543
