Time (t),[Measured] Speed ~ V(t) (m/s),[Measured] Current Position ~ X(t) (m),[Measured] Current Position ~ Y(t) (m),[Measured] Steering Angle FL ~ delta_fl(t) (deg),[Measured] Steering Angle FR ~ delta_fr(t) (deg),[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle SWA ~ Theta(t) (deg),[Measured] VelocityX ~ Vx(t) (m/s),[Measured] VelocityY ~ Vy(t) (m/s),[Measured] AccelerationX ~ Ax(t) (m/s^2),[Measured] AccelerationY ~ Ay(t) (m/s^2),[Measured] Angular VelocityZ ~ Phi_dot(t) (rad/s^2),[Computed] Rotation direction ~ rotate(t) (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta_v(t) (deg),[Computed] Center of Rotation to WORLD ~ X_c(t) (m),[Computed] Center of Rotation to WORLD ~ Y_c(t) (m),[Computed] Current Error to Trajectory ~ e(t) (m),[Computed] Predicted Position ~ X_tp(t) (m),[Computed] Predicted Position ~ Y_tp(t) (m),[Computed] Change of Yaw Angle ~ Delta_Phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t) (m),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742844231.884524,3.959979742178169e-06,1.0360794067382812,-18.329975128173828,0.0,0.0,49.970115661621094,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003920672153033429,-inf,inf,9.061575402838676e-10,49.970115662527256,inf,inf,inf
1742844231.9681833,4.009185617984377e-06,1.0360794067382812,-18.329975128173828,0.0,0.0,49.970115661621094,-17.592394787438582,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.003920672153033429,-inf,inf,9.174172633862745e-10,49.97011566253851,inf,inf,inf
1742844232.0370188,4.1078167214410245e-06,1.0360794067382812,-18.329975128173828,-2.1213414669036865,-2.6988439559936523,49.970115661621094,-57.47398297067171,,,,,,-1.0,81.12729605977243,-0.9549516561057825,62.277711255102595,-71.53806374747475,0.003920672153033429,1.0361117365453794,-18.3299379171223,-3.481351987549496e-05,49.970080848101226,0.0038887590535081895,-57.36257823001705,3.8116373327367386e-06
1742844232.1051707,4.048575197136202e-06,1.0360794067382812,-18.329975128173828,-5.942319393157959,-6.3238911628723145,49.970115661621094,-96.7101046784875,,,,,,-1.0,28.898452174518976,-2.681712871235784,22.270006478397196,-37.93203826444678,0.003920672153033429,1.0361123609595282,-18.32993943058701,-9.632333404006367e-05,49.97001933828705,0.0038881108475441505,-96.59871850756583,3.811001981968602e-06
1742844232.1889164,3.1309843539635055e-06,1.0360794067382812,-18.329975128173828,-10.346505165100098,-9.951991081237793,49.970115661621094,-137.48435926389354,,,,,,-1.0,17.17737580992716,-4.514617414401241,13.27849539991266,-30.37926931354165,0.003920672153033429,1.0361057620050502,-18.329948350552776,-0.0001253221850801651,49.969990339436016,0.0038945804943163126,-137.37278775124437,3.8173433229534255e-06
1742844232.2571242,3.2785740992203264e-06,1.0360794067382812,-18.329975128173828,-13.276649475097656,-12.202580451965332,49.970115661621094,-164.0308847315897,,,,,,-1.0,13.959636997847943,-5.558217588412707,10.805196610906357,-28.30172593547504,0.003920672153033429,1.036107510479713,-18.329947595599528,-0.0001614785187338521,49.96995418310236,0.0038928422632740515,-163.91936301559184,3.815639564442303e-06
1742844232.339007,3.6791926262763348e-06,1.0360794067382812,-18.329975128173828,-15.9978609085083,-14.275869369506836,49.970115661621094,-188.77834406567584,,,,,,-1.0,11.885623553834549,-6.532019697070671,9.208283042007972,-26.960336360888917,0.003920672153033429,1.036111465115809,-18.329944771783445,-0.00021283077850798462,49.969902830842585,0.0038889270630180686,-188.66693451190326,3.8118020102884265e-06
1742844232.4216073,3.177995004053976e-06,1.0360794067382812,-18.329975128173828,-18.165346145629883,-15.741776466369629,49.970115661621094,-206.15100558488726,,,,,,-1.0,10.74493242239916,-7.228986989509248,8.3285257809739,-26.221350080666102,0.003920672153033429,1.0361074148712124,-18.329949245855282,-0.00020335431872949513,49.969912307302366,0.003892915998074536,-206.03948175654295,3.815711836937048e-06
1742844232.5014522,3.590612494665647e-06,1.0360794067382812,-18.329975128173828,-19.567611694335938,-16.67588996887207,49.970115661621094,-216.49220252082887,,,,,,-1.0,10.121056135406695,-7.6771986152395115,7.846751376799067,-25.816664958284452,0.003920672153033429,1.0361112791283658,-18.329946133855856,-0.00024391953455321646,49.96987174208654,0.0038890939277637445,-216.38078818673347,3.811965565778318e-06
1742844232.5816228,3.4709579808530837e-06,1.0360794067382812,-18.329975128173828,-20.384103775024414,-17.193269729614258,49.970115661621094,-221.97180089724418,,,,,,-1.0,9.804157581409047,-7.926917719114052,7.601832633271732,-25.61093594728047,0.003920672153033429,1.0361103388695891,-18.329947234619866,-0.00024341254189619017,49.969872249079195,0.0038900190095640793,-221.86036006150735,3.812872301391938e-06
