Time (t),[Measured] Speed,[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Rotation direction ~ (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742220816.349136,4.199874878316047e-06,1.0362677574157715,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130153965,1932329.8740993526,0.0037389128174806284,1.0362758608534932,-18.329767115414143,2.402631160394234e-10,49.9750823977012,0.003731413621253175,0.10689712605771699,3.4878575539563258e-06
1742220816.391114,5.062529638592666e-06,1.0362677574157715,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130153965,1932329.8740993526,0.0037389128174806284,1.0362775255925953,-18.329765133094043,2.896131864047113e-10,49.975082397750555,0.0037298764292260644,0.1068530887499897,3.4864206972130527e-06
1742220816.442623,4.297842444106726e-06,1.036267638206482,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130155157,1932329.8740993526,0.0037390318141071735,1.0362759311683476,-18.32976688980125,2.4586756695990014e-10,49.97508239770681,0.0037313575314684246,0.106895519203747,3.487916129992212e-06
1742220816.4833045,4.897286278722794e-06,1.0362677574157715,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130153965,1932329.8740993526,0.0037389128174806284,1.0362772066146135,-18.329765513306484,2.801600751341494e-10,49.9750823977411,0.0037301708539573546,0.1068615233972333,3.4866959043134534e-06
1742220816.5309567,4.5641134233542e-06,1.0362677574157715,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130153965,1932329.8740993526,0.0037389128174806284,1.0362765635363758,-18.32976627862081,2.611001862731968e-10,49.97508239772203,0.003730764637676416,0.1068785340477562,3.487250930702956e-06
1742220816.5780528,4.59696699652403e-06,1.0362677574157715,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130153965,1932329.8740993526,0.0037389128174806284,1.0362766273319721,-18.32976620295085,2.62979647469426e-10,49.97508239772392,0.00373070570873765,0.10687684585801496,3.487195848161838e-06
1742220816.6272664,4.844915788066816e-06,1.0362675189971924,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.113015635,1932329.8740993526,0.0037391508107472663,1.0362768676131964,-18.329765632748604,2.7716410557836974e-10,49.975082397738106,0.0037305016791569115,0.10687100084107888,3.487227094528401e-06
1742220816.6728327,4.796009654487899e-06,1.036267638206482,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130155157,1932329.8740993526,0.0037390318141071735,1.0362768922932446,-18.329765745205805,2.7436632221873255e-10,49.97508239773531,0.003730469984426144,0.106870092853926,3.4870864883353113e-06
1742220816.7187877,3.619136855751742e-06,1.036267638206482,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130155157,1932329.8740993526,0.0037390318141071735,1.0362746217288077,-18.32976844883524,2.070407151473716e-10,49.975082397667975,0.003732567374525684,0.10693017865427408,3.4890470404125046e-06
1742220816.763674,4.174828683700339e-06,1.036267638206482,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.1130155157,1932329.8740993526,0.0037390318141071735,1.036275693681091,-18.32976717245765,2.388302931726353e-10,49.975082397699765,0.0037315769081637663,0.1069018038831303,3.488121194103001e-06
1742220816.814845,4.69388392840235e-06,1.0362681150436401,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.113015039,1932329.8740993526,0.003738555827682294,1.036277171690017,-18.329765980364755,2.685239945570712e-10,49.97508239772946,0.0037301763785765893,0.10686168166591607,3.4863681596025856e-06
1742220816.8596554,4.1517589466192435e-06,1.0362681150436401,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.113015039,1932329.8740993526,0.003738555827682294,1.0362761258147657,-18.3297672260087,2.37510537923275e-10,49.97508239769845,0.0037311422752932455,0.10688935256857104,3.487270924302334e-06
1742220816.90385,5.1099150176984885e-06,1.0362681150436401,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.113015039,1932329.8740993526,0.003738555827682294,1.0362779744900763,-18.329765025060624,2.923239716467801e-10,49.97508239775326,0.0037294352278404064,0.10684044926133293,3.4856754512515988e-06
1742220816.9540374,4.752942983204376e-06,1.0362681150436401,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.113015039,1932329.8740993526,0.003738555827682294,1.0362772862426937,-18.32976584415883,2.719025981936555e-10,49.97508239773284,0.0037300705994380563,0.10685865131681685,3.4862692942988834e-06
1742220816.997543,4.462489854440063e-06,1.0362681150436401,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.113015039,1932329.8740993526,0.003738555827682294,1.0362767255865037,-18.329766511451453,2.5528658562132523e-10,49.97508239771622,0.003730588326323069,0.10687348309954268,3.486753182014661e-06
1742220817.044545,5.0492426661202095e-06,1.0362681150436401,-18.329776763916016,0.0,0.0,49.97508239746094,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300851.113015039,1932329.8740993526,0.003738555827682294,1.0362778576090932,-18.329765163827688,2.8885307580583505e-10,49.97508239774979,0.0037295431363655413,0.10684354061286479,3.4857763067629738e-06
