Time (t),[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Rotation direction ~ (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1741677552.4977589,-1.47066772,-13.22415039,10,10,-90,4.536751165357343,1.0,17.09374533475223,4.536751165357343,15.56951953851044,-11.872060243499998,0.0,-1.3624637959691075,-14.218135674996297,3.3518563890499666,-86.64814361095004,-0.13846836755823883,1.1800601316529347,-0.0
1741677552.5063574,-1.3624637959691075,-14.218135674996297,1.1800601316529347,1.1800601316529347,-86.64814361095004,0.5310869473263611,1.0,145.87097019156832,0.5310869473263611,144.1736570212468,-4.340004166145722,0.13846836755823883,-1.2913262391913918,-15.21560022658515,0.39278397502832374,-86.25535963592174,-0.13828033536845413,-1.2422871317628976,-0.002142882214784398
1741677552.5163548,-1.2913262391913918,-15.21560022658515,-1.2422871317628976,-1.2422871317628976,-86.25535963592174,-0.5590990807034618,-1.0,138.56271821708623,-0.5590990807034618,-139.63993998659748,-22.91546736041761,0.13828033536845413,-1.239360059951224,-16.21424689876737,-0.4135006894373782,-86.66886032535913,-0.15988716139490425,-2.14647384984906,-0.0019155225506859257
1741677552.5233562,-1.239360059951224,-16.21424689876737,-2.14647384984906,-2.14647384984906,-86.66886032535913,-0.9662737473707209,-1.0,80.17679409937088,-0.9662737473707209,-81.34786923723328,-19.52258023237061,0.15988716139490425,-1.2043289776198662,-17.21362663633689,-0.7146179908624196,-87.38347831622156,-0.14554290691226895,-2.2307099257069956,-0.0017642408658830374
1741677552.5313563,-1.2043289776198662,-17.21362663633689,-2.2307099257069956,-2.2307099257069956,-87.38347831622156,-1.004224125701574,-1.0,77.14714618339276,-1.004224125701574,-78.32093253749058,-19.384253189088508,0.14554290691226895,-1.182672042792177,-18.213385094970054,-0.7426817756405384,-88.1261600918621,-0.13082496127026497,-2.087242961022962,-0.001375543808575151
1741677552.5373554,-1.182672042792177,-18.213385094970054,-2.087242961022962,-2.087242961022962,-88.1261600918621,-0.9395908116232542,-1.0,82.45347900666374,-0.9395908116232542,-83.62519006719337,-19.55778908879942,0.13082496127026497,-1.1724305873456586,-19.213326520845577,-0.6948861370476773,-88.82104622890978,-0.20240922214319865,-2.857628532499195,-0.002189753003458205
1741677552.5433574,-1.1724305873456586,-19.213326520845577,-2.857628532499195,-2.857628532499195,-88.82104622890978,-1.2867837717922552,-1.0,60.20869506204677,-1.2867837717922552,-61.3810190234109,-19.100014513338394,0.20240922214319865,-1.1826167310247868,-20.213263146204426,-0.9516196863930931,-89.7726659153029,-0.03852312378181968,-1.21447650016258,0.00012772021543504605
1741677552.5493577,-1.1826167310247868,-20.213263146204426,-1.21447650016258,-1.21447650016258,-89.7726659153029,-0.5465797078137876,-1.0,141.7363887153248,-0.5465797078137876,-142.916805283219,-19.42352805598995,0.03852312378181968,-1.1917161494205004,-21.21321967147277,-0.4042418466591522,-90.17690776196204,0.14510071290564525,1.3100377263182525,0.0006241533306499677
1741677552.5553548,-1.1917161494205004,-21.21321967147277,1.3100377263182525,1.3100377263182525,-90.17690776196204,0.5895989159693519,1.0,131.39512993564196,0.5895989159693519,130.20000537135851,-20.266812459809525,0.14510071290564525,-1.1807082628062346,-22.21315666930386,0.43605710151621374,-89.74085066044583,0.15818164059239484,2.145647457478188,0.001970334940963396
1741677552.5608988,-1.1807082628062346,-22.21315666930386,2.145647457478188,2.145647457478188,-89.74085066044583,0.9659014544610118,1.0,80.20769416939861,0.9659014544610118,79.00865295388711,-20.498352998193248,0.15818164059239484,-1.1530969655418914,-23.212768925553014,0.7143426837838484,-89.026507976662,0.17952023131289338,2.6147147920895826,0.002276014053680502
1741677552.5669036,-1.1530969655418914,-23.212768925553014,2.6147147920895826,2.6147147920895826,-89.026507976662,1.1772734372892366,1.0,65.80842466939878,1.1772734372892366,64.6089679262764,-20.74303642339534,0.17952023131289338,-1.1079769733121339,-24.211740869204714,0.8706450549594318,-88.15586292170256,0.26722998772327633,3.7345097344086193,0.004006190817909878
1741677552.5719073,-1.1079769733121339,-24.211740869204714,3.7345097344086193,3.7345097344086193,-88.15586292170256,1.6824295463545647,1.0,46.05256311181936,1.6824295463545647,44.857380288429034,-21.37898585533501,0.26722998772327633,-1.0356342899824043,-25.20910100684428,1.2441387762492941,-86.91172414545326,0.24251743158516206,3.76080097201838,0.004846807001183523
1741677552.5789077,-1.0356342899824043,-25.20910100684428,3.76080097201838,3.76080097201838,-86.91172414545326,1.69430105088594,1.0,45.72997845962907,1.69430105088594,44.53512421965116,-21.396372485850407,0.24251743158516206,-0.9413708750036776,-26.20462828436756,1.25291507765882,-85.65880906779445,0.2311390087644369,3.6393142344308105,0.004116355564766148
1741677552.5849078,-0.9413708750036776,-26.20462828436756,3.6393142344308105,3.6393142344308105,-85.65880906779445,1.6394498291283723,1.0,47.259531728214576,1.6394498291283723,46.06093463854027,-21.280543031084694,0.2311390087644369,-0.8266643250175676,-27.19800892474984,1.212364520295828,-84.44644454749861,0.24607602400252274,3.7750291055454293,0.004307609402331326
1741677552.5909064,-0.8266643250175676,-27.19800892474984,3.7750291055454293,3.7750291055454293,-84.44644454749861,1.7007258378809558,1.0,45.557275983217416,1.7007258378809558,44.365949216770964,-21.445350732784075,0.24607602400252274,-0.6895144635595756,-28.18853896695446,1.2576647368949185,-83.18877981060369,0.19089932076161747,3.188155207015184,0.003194133217592042
1741677552.597905,-0.6895144635595756,-28.18853896695446,3.188155207015184,3.188155207015184,-83.18877981060369,1.4358517129957735,1.0,53.95903177413039,1.4358517129957735,52.71151178484476,-20.448545063930748,0.19089932076161747,-0.5369104271598175,-29.17681189840083,1.0618385398929948,-82.12694127071069,0.22570373021073728,3.4214203789475772,0.0033077803712331325
1741677552.603903,-0.5369104271598175,-29.17681189840083,3.4214203789475772,3.4214203789475772,-82.12694127071069,1.5411000938918928,1.0,50.27473621804537,1.5411000938918928,49.06071411475284,-20.953385508293913,0.22570373021073728,-0.3635403724147892,-30.161651913092015,1.1396535083662331,-80.98728776234447,1.1375238521104765,13.796377343301332,0.024138442774191773
1741677553.1889048,-0.37066772,-29.02415039,-10,-10,-80,-4.536751165357343,-1.0,17.09374533475223,-4.536751165357343,-17.38676423494206,-30.65159899549897,0.0,-0.4949299714141304,-28.0320446855318,3.3518563890499666,-76.64814361095006,-0.15672794846034477,-4.518267062418157,0.0
1741677553.1949055,-0.4949299714141304,-28.0320446855318,-4.518267062418157,-4.518267062418157,-76.64814361095006,-2.036587192331201,-1.0,38.04667669549247,-2.036587192331201,-37.802070755833924,-35.49708681955964,0.15672794846034477,-0.704000416704055,-27.05417353774139,1.5059338814701353,-75.14220972947993,-0.37370792512128,-5.458717433507865,-0.004680479580012174
1741677553.1999037,-0.704000416704055,-27.05417353774139,-5.458717433507865,-5.458717433507865,-75.14220972947993,-2.46236504525014,-1.0,31.470927254808032,-2.46236504525014,-31.441322127280014,-33.80963920177783,0.37370792512128,-0.9341376631579301,-26.081058585037965,1.82059394212253,-73.3216157873574,-0.6471458858686956,-8.808578388042276,-0.020696377995610638
1741677553.2049074,-0.9341376631579301,-26.081058585037965,-8.808578388042276,-8.808578388042276,-73.3216157873574,-3.988930541532795,-1.0,19.43670736652185,-3.988930541532795,-19.896103337703202,-30.350654702842537,0.6471458858686956,-1.178798066775819,-25.111563498566856,2.9478130442900863,-70.37380274306732,-0.9703964808140789,-13.388006220892795,-0.05308046429037157
1741677553.2119038,-1.178798066775819,-25.111563498566856,-13.388006220892795,-13.388006220892795,-70.37380274306732,-6.1133920671540904,-1.0,12.696101673615246,-6.1133920671540904,-13.523442734167801,-28.07816858563297,0.9703964808140789,-1.450491404047126,-24.149448197604155,4.512863947218785,-65.86093879584854,-1.3240304706378356,-18.672905893503028,-0.10635781659137704
1741677553.2169049,-1.450491404047126,-24.149448197604155,-18.672905893503028,-18.672905893503028,-65.86093879584854,-8.647252321285558,-1.0,8.992907191825221,-8.647252321285558,-10.116674121737121,-26.551459201823963,1.3240304706378356,-1.7705660835432937,-23.20259963839372,6.371218816220591,-59.489719979627935,-1.6828309222501525,-24.264023353403434,-0.1804415689534092
1741677553.2219052,-1.7705660835432937,-23.20259963839372,-24.264023353403434,-24.264023353403434,-59.489719979627935,-11.466458052265967,-1.0,6.8014555076673355,-11.466458052265967,-8.199773117854852,-25.42185490373323,1.6828309222501525,-2.165048135683975,-22.28467600983173,8.424046801231343,-51.065673178396594,-2.0135334621647387,-29.71010612049648,-0.2679165495676486
1741677553.2269034,-2.165048135683975,-22.28467600983173,-29.71010612049648,-29.71010612049648,-51.065673178396594,-14.401307006292907,-1.0,5.436369151371268,-14.401307006292907,-7.110633460614622,-24.54195209923945,2.0135334621647387,-2.6613624688011974,-21.41815678081848,10.539346743704858,-40.526326434691725,-2.2922219480589328,-34.63798595886247,-0.3555866643264701
1741677553.2329056,-2.6613624688011974,-21.41815678081848,-34.63798595886247,-34.63798595886247,-40.526326434691725,-17.2691490515883,-1.0,4.5546276986272405,-17.2691490515883,-6.515265630914855,-23.84551416903984,2.2922219480589328,-3.282550712524999,-20.637058507896597,12.579684510844038,-27.946641923847697,-2.4861962966479454,-38.56732519974111,-0.4260361516616948
1741677553.2379043,-3.282550712524999,-20.637058507896597,-38.56732519974111,-38.56732519974111,-27.946641923847697,-19.738509533282546,-1.0,4.0034889021114175,-19.738509533282546,-6.2429572241599836,-23.332223934210624,2.4861962966479454,-4.040648730752001,-19.988908111678697,14.31146205572466,-13.635179868123036,-2.577524610421263,-41.09471344486675,-0.4633475233836
1741677553.242908,-4.040648730752001,-19.988908111678697,-41.09471344486675,-41.09471344486675,-13.635179868123036,-21.429357337767907,-1.0,3.7007694266689457,-21.429357337767907,-6.166736156284592,-23.01800807839485,2.577524610421263,-4.926377561083724,-19.531289720873133,15.482126257364303,1.8469463892412663,-2.5552585329130078,-41.86632383601245,-0.4596916610546549
1741677553.247908,-4.926377561083724,-19.531289720873133,-41.86632383601245,-41.86632383601245,1.8469463892412663,-21.963468217903674,-1.0,3.615065971451162,-21.963468217903674,-6.169708927931658,-22.9258190093248,2.5552585329130078,-5.900709787399294,-19.320775120502226,15.849165676520867,17.69611206576213,-2.4255139025420216,-40.7223923978629,-0.41830219857785705
