Time (t),[Measured] Speed,[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Rotation direction ~ (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742550884.8410423,0.012634076234705659,1.1816432476043701,-18.157705307006836,0.0,0.0,49.9659423828125,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300542.6837080293,1932697.0612234334,0.2230432039438121,3.497314603999257,-15.401318872114643,6.864864968618045e-05,49.96601103146219,3.8230312857547815,109.52177881011079,0.21317528668804447
1742550885.008305,0.012787943806847127,1.1828105449676514,-18.156333923339844,0.0,0.0,49.966339111328125,62.06091494491409,1.0,3004644.769999303,2.5783100780893895e-05,-2300556.065028703,1932681.133079324,0.22484385234310553,3.498462814837694,-15.399931454099715,6.864864968618045e-05,49.96640775997781,3.824832165679153,171.63428516456304,0.21499749967428103
1742550885.1342034,0.01252289064133473,1.1841192245483398,-18.154712677001953,4.137330532073975,6.219074249267578,49.966060638427734,134.39436017944882,1.0,41.55944553594945,1.8643831904714077,-31.489308860489814,7.5286401108913985,0.22692729339644405,3.283598329260343,-15.23168587158457,4.963127000062469,54.929187638490205,3.825347553020308,243.98249515882912,0.21701894162690222
1742550885.266489,0.012033434050850082,1.185017704963684,-18.1534366607666,10.352046012878418,12.971237182617188,49.970611572265625,206.48060548722802,1.0,16.504023605620038,4.699216478797777,-12.279512309710764,-8.609369044765842,0.22848358259223275,2.931328554282892,-15.013517339826175,12.497849686597513,62.46846125886314,3.817876495577019,315.8547104366082,0.21808052490102897
1742550885.4226215,0.011758958253526231,1.1859266757965088,-18.1520938873291,16.67184066772461,21.06653594970703,49.97964859008789,290.70711386455883,1.0,10.123612416958661,7.675248388971364,-7.366915465874968,-12.735783365539564,0.2300981956354486,2.53655493380006,-14.835498206073902,20.374624961102818,70.35427355119072,3.8014759577871864,399.61137801538786,0.21867818965959257
1742550885.5906656,0.012081375515182768,1.1868953704833984,-18.150480270385742,22.1042537689209,29.286388397216797,49.995819091796875,383.5993530075991,1.0,7.52051451271163,10.357348790164938,-5.349115382393331,-14.430439682678934,0.2319603052037794,2.1657552708393766,-14.721742962935206,27.42695408651297,77.42277317830985,3.7797941445732506,491.8824789637535,0.21919055084566744
1742550885.722641,0.011775182000874318,1.1877806186676025,-18.148717880249023,26.549388885498047,36.27479553222656,50.01470947265625,445.0834681234168,1.0,6.163530598968894,12.671998839609278,-4.288582943309167,-15.320546813732895,0.23388526716145705,1.8394515979528876,-14.660015129765336,33.465365821596265,83.48007529425252,3.7560500269858967,552.6863752165623,0.21962119100834868
1742550885.8628247,0.011487406168449382,1.1883764266967773,-18.1473388671875,30.20197868347168,41.89976119995117,50.03257369995117,443.60026856288334,1.0,5.336223867608419,14.67758867452637,-3.6364148583682585,-15.867717358955435,0.23533094450082268,1.5553139149892035,-14.634332784248105,38.65370182445884,88.68627552441002,3.7314212574520247,550.4976133815832,0.21952972221165812
1742550886.003163,0.011826837244150892,1.1889519691467285,-18.14588737487793,30.75433921813965,41.397857666015625,50.05294418334961,447.7477340006714,1.0,5.227373241703077,14.990314052512632,-3.5503236855912883,-15.940281499731402,0.23682091935052385,1.5105030355908609,-14.631288029066985,39.45859549525783,89.51153967860745,3.7285175808118955,554.5618946110961,0.220747740325616
1742550886.1399193,0.011588511819539312,1.1895513534545898,-18.14447784423828,30.833961486816406,41.7979736328125,50.07135009765625,449.72533341471603,1.0,5.211986051528702,15.035612510693126,-3.5382160306867068,-15.950619561946665,0.23829409895877499,1.5035840926862933,-14.629616111048165,39.5750879238439,89.64643802150015,3.7293097399661064,556.5621877132602,0.22216812605585162
