Time (t),[Measured] Speed,[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Rotation direction ~ (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742368936.6580563,4.749228869798932e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.037013708613813,-18.32883906061761,3.6225349884702396e-10,49.97093963659272,0.003204015682357621,0.09178828804641014,2.571369202940954e-06
1742368936.7039857,4.951316077215464e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.0370142287574708,-18.3288384412881,3.776679587447973e-10,49.970939636608136,0.0032037553829692054,0.09178083101822711,2.5711603007702808e-06
1742368936.7519178,4.874231074754547e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.0370140303857625,-18.32883867737837,3.717882017114663e-10,49.97093963660225,0.0032038546734601742,0.09178367548126626,2.5712399859328807e-06
1742368936.79819,4.399887743113923e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.0370128098875284,-18.328840130241588,3.3560705815060755e-10,49.97093963656607,0.003204466043590336,0.09180118994535558,2.571730638439032e-06
1742368936.841809,4.964317192634625e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.0370142622850835,-18.32883840147406,3.786596354313968e-10,49.970939636609124,0.0032037385720030324,0.09178034941952148,2.571146809200646e-06
1742368936.8898942,5.080286374703839e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.0370145607739687,-18.328838045941666,3.8750533293613277e-10,49.97093963661798,0.0032035893316719024,0.09177607399896803,2.571027037005579e-06
1742368936.9366627,4.781861158088627e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.037013792898506,-18.328838960267603,3.647425683217547e-10,49.970939636595205,0.0032039734882195053,0.09178707927339302,2.571335340214285e-06
1742368936.9817305,4.690028059582208e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.0370135568082333,-18.32883924152702,3.577378814229063e-10,49.970939636588206,0.003204091629501076,0.09179046377180315,2.5714301539989674e-06
1742368937.0299108,4.617454498372573e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.0370133696123958,-18.328839464113116,3.522022403340631e-10,49.97093963658267,0.003204185484160102,0.09179315250972807,2.571505476657686e-06
1742368937.0759742,4.804396931587359e-06,1.0370014905929565,-18.328853607177734,0.0,0.0,49.97093963623047,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300711.388171366,1932496.2326799922,0.0032101830426108967,1.0370138506405056,-18.32883889088407,3.6646151323322314e-10,49.97093963659693,0.003203944814802123,0.09178625784049291,2.5713123284847215e-06
