Time (t),[Measured] Speed,[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Rotation direction ~ (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742220693.869162,4.580549071919534e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362905776128173,-18.329704897943884,1.7469361589364614e-10,49.97163772600477,0.0037211422534022213,0.10660287304387399,3.4666786711167783e-06
1742220693.9268508,4.7678582574061966e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362908178940415,-18.329704612027854,1.8183723959224486e-10,49.97163772601191,0.0037209254157064735,0.10659666110147115,3.4664766614746435e-06
1742220693.9724169,5.095753930820967e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362912397831678,-18.329704109346494,1.943425702688364e-10,49.97163772602442,0.003720544802147711,0.10658575732619988,3.4661220754856526e-06
1742220694.0188046,5.222231079057464e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.036291402298957,-18.32970391609706,1.9916617329249996e-10,49.97163772602924,0.0037203981757011092,0.10658155678792224,3.465985475823387e-06
1742220694.0626838,5.191435107160766e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362913627177477,-18.32970396312885,1.979916722444545e-10,49.971637726028064,0.0037204338887274193,0.10658257989076284,3.4660187466789896e-06
1742220694.1123602,3.4776264531656505e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362891582772136,-18.329706588061526,1.3263020006820163e-10,49.97163772596271,0.003722423519323214,0.1066395786087274,3.4678723199852873e-06
1742220694.1566546,4.613892508386381e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362906204536557,-18.329704846721143,1.7596527249883838e-10,49.971637726006044,0.0037211036100674314,0.1066017659938791,3.466642670336541e-06
1742220694.2063036,4.643128082376808e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362906577065587,-18.329704803181812,1.770802628750846e-10,49.97163772600716,0.0037210699283109164,0.10660080108263166,3.466611291846023e-06
1742220694.2494853,5.172420976915298e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362913380376995,-18.329703992931172,1.9726650870761642e-10,49.97163772602734,0.0037204561192695357,0.10658321674888262,3.4660394570256937e-06
1742220694.2976544,5.216091586863455e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362913948483765,-18.329703925410286,1.98932024487568e-10,49.97163772602901,0.003720404861479739,0.10658174832137136,3.4659917044071386e-06
1742220694.3443549,4.20527496188836e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.036290094256401,-18.329705473268405,1.603813598292999e-10,49.97163772599046,0.0037215785121386216,0.10661537093605972,3.4670850970885847e-06
1742220694.3926506,4.274117129460072e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362901827320457,-18.329705368261784,1.6300687196555978e-10,49.971637725993084,0.003721498625926863,0.1066130823646722,3.4670106737509206e-06
1742220694.437918,4.567016827614006e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.036290559452027,-18.329704919597134,1.741775212832028e-10,49.97163772600425,0.003721158639872861,0.10660334248167837,3.466693937028263e-06
1742220694.4869115,4.226554412778476e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.036290121730417,-18.329705440672114,1.611929184791165e-10,49.971637725991265,0.0037215537041359052,0.10661466023913281,3.467061985536262e-06
1742220694.5323923,4.5689612991633614e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362905622459948,-18.329704916570336,1.742516798088786e-10,49.971637726004325,0.003721156094723902,0.10660326956853158,3.466691565924712e-06
1742220694.5794322,4.62700195664818e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362906367518008,-18.3297048273962,1.76465242455118e-10,49.97163772600654,0.003721088896159961,0.10660134447148001,3.4666289626130187e-06
1742220694.625466,4.5070733778877285e-06,1.0362846851348877,-18.3297119140625,0.0,0.0,49.97163772583008,0.0,1.0,3004644.769999303,2.5783100780893895e-05,-2300734.934401359,1932468.1998855146,0.0037264672351047176,1.0362904826179147,-18.329705011332408,1.7189138968251368e-10,49.971637726001966,0.003721227958886737,0.10660532832514592,3.4667585157867576e-06
