Time (t),[Measured] Speed ~ V(t) (m/s),[Measured] Current Position ~ X(t) (m),[Measured] Current Position ~ Y(t) (m),[Measured] Steering Angle FL ~ delta_fl(t) (deg),[Measured] Steering Angle FR ~ delta_fr(t) (deg),[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle SWA ~ Theta(t) (deg),[Measured] VelocityX ~ Vx(t) (m/s),[Measured] VelocityY ~ Vy(t) (m/s),[Measured] AccelerationX ~ Ax(t) (m/s^2),[Measured] AccelerationY ~ Ay(t) (m/s^2),[Measured] Angular VelocityZ ~ Phi_dot(t) (rad/s^2),[Computed] Rotation direction ~ rotate(t) (CW/CCW),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta_v(t) (deg),[Computed] Center of Rotation to WORLD ~ X_c(t) (m),[Computed] Center of Rotation to WORLD ~ Y_c(t) (m),[Computed] Current Error to Trajectory ~ e(t) (m),[Computed] Predicted Position ~ X_tp(t) (m),[Computed] Predicted Position ~ Y_tp(t) (m),[Computed] Change of Yaw Angle ~ Delta_Phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t) (m),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1742792029.341795,4.169221798027436e-06,1.0753505229949951,-18.28754425048828,0.0,0.0,49.86441421508789,0.0,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.05524626813298196,-inf,inf,9.540381555892426e-10,49.86441421604193,inf,inf,inf
1742792029.4280999,4.078809179968899e-06,1.0753505229949951,-18.28754425048828,0.0,0.0,49.86441421508789,19.46012756736961,,,,,,1.0,3004644.769999303,2.5783100780893895e-05,-inf,inf,0.05524626813298196,-inf,inf,9.33349141774873e-10,49.86441421602124,inf,inf,inf
1742792029.496439,2.8769445377137854e-06,1.0753505229949951,-18.28754425048828,2.255584716796875,2.851954221725464,49.86441421508789,60.59144871364483,,,,,,1.0,60.32862584316894,1.2842252706623056,-45.90713285775376,19.55673340813192,0.05524626813298196,1.0753721795497881,-18.287517364539205,3.278777414875532e-05,49.864447002862036,0.055280786913692495,62.17512660280314,0.0007635142941090261
1742792029.5675,4.385378766587963e-06,1.0753505229949951,-18.28754425048828,5.8945770263671875,7.086946487426758,49.86441421508789,86.79464094973602,,,,,,1.0,24.205411623476717,3.2021518018344,-18.272861778887293,-3.742832751691454,0.05524626813298196,1.0753821443420222,-18.28750218585742,0.00012456571223010842,49.86453878080012,0.05529882770128869,88.37883566938852,0.0007637634656562445
1742792029.6361086,4.678930147581272e-06,1.0753505229949951,-18.28754425048828,7.28373384475708,7.404827117919922,49.86441421508789,72.38837855159154,,,,,,1.0,23.15873670629291,3.347036510494105,-17.47134858370888,-4.418620785532974,0.05524626813298196,1.0753841474295704,-18.28749928493285,0.00013891066002063104,49.86455312574792,0.05530233874382315,73.97267385520348,0.0007638119586555599
1742792029.7063558,4.51805297872162e-06,1.0753505229949951,-18.28754425048828,6.397343158721924,6.992094993591309,49.86441421508789,77.15384380626851,,,,,,1.0,24.5360934180914,3.1589511632328287,-18.526065022195905,-3.5293469064338012,0.05524626813298196,1.0753831336727409,-18.28750093781936,0.00012660468619167585,49.864540819774085,0.05530041984231982,78.73808413740174,0.0007637854556188207
1742792029.790376,3.989534484717575e-06,1.0753505229949951,-18.28754425048828,6.609182357788086,6.9677414894104,49.86441421508789,75.0114444410535,,,,,,1.0,24.622444793236788,3.147861482461245,-18.592182591741885,-3.4736005224757545,0.05524626813298196,1.0753793263068907,-18.287506010081344,0.00011140249806176998,49.864525617585954,0.05529408566145314,76.59550331127154,0.0007636979706551764
1742792029.8624914,4.256750569726098e-06,1.0753505229949951,-18.28754425048828,6.593438148498535,7.101046085357666,49.86441421508789,77.62077700125127,,,,,,1.0,24.157007608164676,3.2085747443089705,-18.235797898143524,-3.7740828012789613,0.05524626813298196,1.075381212275424,-18.287503416221703,0.00012115433138471103,49.86453536941928,0.05529728578243468,79.2049275481824,0.0007637421693406273
1742792029.942111,4.221913364443534e-06,1.0753505229949951,-18.28754425048828,6.747292995452881,7.179234504699707,49.86441421508789,75.87664418469802,,,,,,1.0,23.892024551955988,3.2441984609673624,-18.032891127839225,-3.9451616658340907,0.05524626813298196,1.0753809359276758,-18.287503731491746,0.00012149551415023403,49.86453571060204,0.05529686667654637,77.46078272512989,0.0007637363808315582
1742792030.0135841,3.7910043310268924e-06,1.0753505229949951,-18.28754425048828,6.626046180725098,7.101046085357666,49.86441421508789,76.92037720877713,,,,,,1.0,24.157007608164676,3.2085747443089705,-18.235797898143524,-3.7740828012789613,0.05524626813298196,1.0753778544561712,-18.287507884047386,0.00010789840454092204,49.864522113492434,0.055291703754290884,78.50436784238138,0.000763665072784739
