Time (t),[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1741675047.9791088,-2.33013225,-13.42747879,10,10,-88.8465576,4.536751165357343,17.09374533475223,4.536751165357343,14.679384584787096,-11.732643512913063,0.0,-2.2019413196373545,-14.4190845187741,3.3518563890499666,-85.49470121095005,-0.10381053645802553,1.5627983613404304,-0.0
1741675047.982496,-2.2019413196373545,-14.4190845187741,1.5627983613404304,1.5627983613404304,-85.49470121095005,0.7033983781023946,110.1381625608746,0.7033983781023946,107.4814199775261,-4.4203292541652335,0.10381053645802553,-2.1066378431978308,-15.414529332720747,0.5202173177840541,-84.97448389316601,-0.16340207948256047,-3.977726380903574,-0.0042407143823603825
1741675047.986498,-2.1066378431978308,-15.414529332720747,-3.977726380903574,-3.977726380903574,-84.97448389316601,-1.7922733616707425,43.23095795398307,-1.7922733616707425,-45.26878113679608,-17.85278935206729,0.16340207948256047,-2.0617889471422046,-16.41350079787081,-1.325341427179811,-86.29982532034582,-0.12633854908931386,-5.41160618798277,-0.005160995410000858
1741675047.9904993,-2.0617889471422046,-16.41350079787081,-5.41160618798277,-5.41160618798277,-86.29982532034582,-2.441012205046138,31.74605152776376,-2.441012205046138,-33.800174621289244,-17.111112726187525,0.12633854908931386,-2.055562703985455,-17.41344007064393,-1.8048159300369637,-88.10464125038277,-0.10117419899350204,-5.339439504018342,-0.0031955503765281413
1741675047.9944963,-2.055562703985455,-17.41344007064393,-5.339439504018342,-5.339439504018342,-88.10464125038277,-2.408308290531745,32.17689177610378,-2.408308290531745,-34.23116499828116,-17.12537519877059,0.10117419899350204,-2.080051030256854,-18.413099931082357,-1.7806499121096937,-89.88529116249246,0.09952626574350092,0.44290919836828824,0.0025173725538532817
1741675047.9984987,-2.080051030256854,-18.413099931082357,0.44290919836828824,0.44290919836828824,-89.88529116249246,0.1993123053904097,388.6825502667384,0.1993123053904097,386.59666160768194,-16.28285702925604,0.09952626574350092,-2.0732839840783868,-19.413076758554027,0.1474102181169758,-89.73788094437549,0.15206476159716584,4.555646831480731,0.00378360946823541
1741675048.0024984,-2.0732839840783868,-19.413076758554027,4.555646831480731,4.555646831480731,-89.73788094437549,2.053492447336845,37.733592153099345,2.053492447336845,35.629495794184216,-17.888487053658714,0.15206476159716584,-2.0196454724476354,-20.41160787154263,1.5184289712098398,-88.21945197316563,0.1989748582633993,7.753702251190113,0.007564266096413421
1741675048.0064967,-2.0196454724476354,-20.41160787154263,7.753702251190113,7.753702251190113,-88.21945197316563,3.506239519564706,22.10842461572421,3.506239519564706,19.99472929571248,-18.374516180882786,0.1989748582633993,-1.9050201519983894,-21.404930858224418,2.5915812867250505,-85.62787068644059,0.2128640130994476,9.604344299972615,0.01058864670896024
1741675048.0094981,-1.9050201519983894,-21.404930858224418,9.604344299972615,9.604344299972615,-85.62787068644059,4.354492645971945,17.807743139337372,4.354492645971945,15.696571615978247,-18.703138314353883,0.2128640130994476,-1.7256344403196984,-22.38857612396517,3.217464395390774,-82.4104062910498,0.18663943986623274,9.701318743482375,0.009932205043139835
1741675048.0134997,-1.7256344403196984,-22.38857612396517,9.701318743482375,9.701318743482375,-82.4104062910498,4.399132077456203,17.627391982127612,4.399132077456203,15.517277558672316,-18.727028106173506,0.18663943986623274,-1.490287802142074,-23.360349656552174,3.2503832428061075,-79.1600230482437,0.12746327321151577,8.050685876427593,0.005947418478928473
